iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,population
IND,Asia,India,2020-03-10,56,13,,,1380004385
IND,Asia,India,2020-03-11,62,6,1,1,1380004385
IND,Asia,India,2020-03-12,73,11,1,0,1380004385
IND,Asia,India,2020-03-13,82,9,2,1,1380004385
IND,Asia,India,2020-03-14,102,20,2,0,1380004385
IND,Asia,India,2020-03-15,113,11,2,0,1380004385
IND,Asia,India,2020-03-16,119,6,2,0,1380004385
IND,Asia,India,2020-03-17,142,23,3,1,1380004385
IND,Asia,India,2020-03-18,156,14,3,0,1380004385
IND,Asia,India,2020-03-19,194,38,4,1,1380004385
IND,Asia,India,2020-03-20,244,50,5,1,1380004385
IND,Asia,India,2020-03-21,330,86,4,-1,1380004385
IND,Asia,India,2020-03-22,396,66,7,3,1380004385
IND,Asia,India,2020-03-23,499,103,10,3,1380004385
IND,Asia,India,2020-03-24,536,37,10,0,1380004385
IND,Asia,India,2020-03-25,657,121,12,2,1380004385
IND,Asia,India,2020-03-26,727,70,20,8,1380004385
IND,Asia,India,2020-03-27,887,160,20,0,1380004385
IND,Asia,India,2020-03-28,987,100,24,4,1380004385
IND,Asia,India,2020-03-29,1024,37,27,3,1380004385
IND,Asia,India,2020-03-30,1251,227,32,5,1380004385
IND,Asia,India,2020-03-31,1397,146,35,3,1380004385
IND,Asia,India,2020-04-01,1998,601,58,23,1380004385
IND,Asia,India,2020-04-02,2543,545,72,14,1380004385
IND,Asia,India,2020-04-03,2567,24,72,0,1380004385
IND,Asia,India,2020-04-04,3082,515,86,14,1380004385
IND,Asia,India,2020-04-05,3588,506,99,13,1380004385
IND,Asia,India,2020-04-06,4778,1190,136,37,1380004385
IND,Asia,India,2020-04-07,5311,533,150,14,1380004385
IND,Asia,India,2020-04-08,5916,605,178,28,1380004385
IND,Asia,India,2020-04-09,6725,809,226,48,1380004385
IND,Asia,India,2020-04-10,7598,873,246,20,1380004385
IND,Asia,India,2020-04-11,8446,848,288,42,1380004385
